GeoFips,GeoName,LineCode,Description,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3
15000,Hawaii,69,"      Educational services",1032.7,1039.0,1038.7,1016.4,999.3,874.5,921.1,923.9,943.6,1007.7,1061.7,1110.4,1056.8,1069.1,1090.8
15000,Hawaii,70,"      Health care and social assistance",6491.0,6544.8,6648.7,6751.9,6803.7,6071.5,7084.1,7123.3,6944.1,7078.7,7139.3,7315.5,7235.6,7272.3,7412.0
15000,Hawaii,76,"      Arts, entertainment, and recreation",1147.3,1168.4,1218.5,1302.8,1118.0,496.4,615.5,658.5,792.9,913.3,1100.0,1221.8,1149.2,1157.7,1251.3
15000,Hawaii,79,"      Accommodation and food services",9283.8,9439.6,10112.9,10162.1,9036.7,3805.1,4311.2,5150.5,5777.6,7723.3,9484.4,9548.2,9072.0,9449.6,9923.5
15000,Hawaii,82,"      Other services (except government and government enterprises)",2161.4,2164.9,2199.7,2244.9,2131.5,1701.4,1911.0,1988.3,2010.7,2071.4,2212.4,2275.6,2306.8,2356.3,2426.0
15000,Hawaii,83,"  Government and government enterprises",18146.0,18128.3,18221.7,18297.2,18533.2,18290.8,18487.0,18919.3,19473.0,19477.9,19592.2,19276.2,19657.5,19830.9,20157.9
15000,Hawaii,84,"    Federal civilian",4737.3,4763.3,4832.1,4891.7,4954.7,4989.5,4984.9,5081.2,5178.1,5256.9,5319.3,5300.3,5357.4,5470.9,5570.2
15000,Hawaii,85,"    Military",4912.6,4892.7,4805.6,4827.0,4890.1,5072.5,5015.6,5081.2,5404.9,5494.5,5664.8,5684.9,5605.9,5551.0,5568.3
15000,Hawaii,86,"    State and local",8496.0,8472.2,8584.0,8578.6,8688.4,8228.8,8486.5,8756.9,8890.0,8726.5,8608.2,8291.0,8694.2,8809.0,9019.5
16000,Idaho,1,All industry total,80763.4,82128.3,83722.6,84774.6,86090.2,79463.6,88217.3,89940.0,92450.3,94190.6,96460.6,102029.6,105798.8,108437.8,110781.2
16000,Idaho,2,"  Private industries",70316.4,71586.1,73073.9,73994.0,75033.1,68675.8,77160.9,78759.8,81119.7,82723.4,84943.5,90360.1,93871.3,96341.3,98405.4
16000,Idaho,3,"      Agriculture, forestry, fishing and hunting",3747.4,3633.6,3483.3,3515.9,3556.0,2711.8,3793.9,3914.5,2743.8,3419.5,3608.3,4324.3,5270.8,5543.4,5569.0
16000,Idaho,6,"      Mining, quarrying, and oil and gas extraction",428.4,473.1,437.9,535.7,608.2,519.8,759.5,850.4,1078.2,881.8,1130.3,1220.8,1292.6,1602.0,1477.6
16000,Idaho,10,"      Utilities",1331.4,1309.3,1397.0,1397.3,1440.5,1432.5,1457.2,1441.7,1495.1,1505.4,1612.6,1745.2,1661.1,1940.2,2031.1
16000,Idaho,11,"      Construction",4186.4,4259.7,4462.4,4601.8,4726.4,4657.4,4878.8,4927.7,5276.6,5196.7,5298.0,5637.2,6002.2,5973.1,6112.7
16000,Idaho,12,"      Manufacturing",8490.7,8749.3,9263.8,9113.0,9415.7,8243.5,9059.4,9187.2,9322.6,9368.6,9496.8,10483.1,10598.4,10905.0,11195.3
16000,Idaho,13,"          Durable goods manufacturing",5083.0,5082.2,5302.8,4900.8,5258.5,4381.0,4867.8,5071.4,5192.0,5119.4,5191.1,5874.1,6009.9,6134.2,6414.8
16000,Idaho,25,"          Nondurable goods manufacturing",3407.7,3667.1,3961.0,4212.2,4157.1,3862.5,4191.6,4115.9,4130.6,4249.2,4305.7,4609.0,4588.5,4770.8,4780.5
16000,Idaho,34,"      Wholesale trade",5425.8,5481.5,5626.4,5687.7,5628.1,5270.6,6052.8,6161.5,6407.8,6794.4,6923.3,7319.3,7453.6,7602.3,7670.6
16000,Idaho,35,"      Retail trade",6700.9,6764.9,6844.2,6855.5,7091.2,6543.3,7407.4,7682.7,8231.5,8482.3,8353.2,8908.8,9017.2,9163.1,9393.0
16000,Idaho,36,"      Transportation and warehousing",2259.1,2376.7,2357.7,2412.7,2379.7,1938.2,2285.5,2433.1,2565.6,2620.5,2852.9,3019.2,3005.4,3128.6,3228.5
16000,Idaho,45,"      Information",1689.5,1728.2,1749.4,1729.6,1582.0,1536.5,1656.0,1672.9,1806.9,1979.7,2005.5,2048.0,2369.4,2378.9,2506.9
16000,Idaho,51,"      Finance and insurance",3782.0,3830.8,3919.7,4113.0,4131.1,4421.2,4679.9,5166.8,5176.2,5115.1,5068.9,5187.2,5545.1,5572.4,5548.8
16000,Idaho,56,"      Real estate and rental and leasing",11178.1,11425.7,11593.3,11700.3,11853.9,11520.5,12007.2,12020.9,12398.4,12578.4,12967.0,13481.4,13821.8,14337.4,14845.4
16000,Idaho,60,"      Professional, scientific, and technical services",4589.4,4734.9,4894.8,4997.0,5193.4,5056.1,5403.1,5589.7,5901.8,5971.6,6215.9,6448.5,6452.4,6524.0,6692.2
16000,Idaho,64,"      Management of companies and enterprises",928.6,983.8,972.9,1008.1,998.1,1052.3,1055.8,1103.6,1156.2,1095.0,1165.4,1216.8,1273.6,1282.7,1306.3
16000,Idaho,65,"      Administrative and support and waste management and remediation services",3013.3,3074.1,3105.1,3210.8,3387.0,3220.6,3579.4,3519.2,3674.3,3671.1,3808.4,4097.2,4109.4,4185.8,4213.0
16000,Idaho,69,"      Educational services",707.2,725.2,734.3,745.2,752.6,684.4,743.0,731.8,763.3,772.1,810.0,818.4,879.2,880.4,913.8
16000,Idaho,70,"      Health care and social assistance",6916.1,7023.0,7117.8,7164.0,7200.7,6240.8,7438.8,7401.9,7740.6,7683.1,7787.1,8110.8,8477.0,8549.0,8756.9
16000,Idaho,76,"      Arts, entertainment, and recreation",677.0,672.7,717.6,714.2,679.4,387.5,517.7,560.8,668.8,675.7,749.9,803.0,814.4,837.9,916.3
16000,Idaho,79,"      Accommodation and food services",2672.2,2692.8,2706.6,2716.5,2657.5,1745.8,2644.5,2623.1,2908.3,3045.3,3152.5,3511.1,3748.3,3851.5,3910.5
16000,Idaho,82,"      Other services (except government and government enterprises)",1592.9,1646.8,1689.7,1775.5,1751.6,1492.9,1740.9,1770.1,1803.8,1867.0,1937.6,1979.8,2079.2,2083.5,2117.4
16000,Idaho,83,"  Government and government enterprises",10447.0,10542.2,10648.8,10780.6,11057.1,10787.8,11056.4,11180.2,11330.6,11467.2,11517.1,11669.5,11927.5,12096.4,12375.7
16000,Idaho,84,"    Federal civilian",2042.5,2063.9,2045.1,2060.9,2084.2,2134.2,2188.7,2160.9,2193.8,2248.0,2202.5,2201.3,2214.2,2247.7,2285.0
16000,Idaho,85,"    Military",592.9,599.6,600.9,608.5,613.1,632.0,637.0,641.0,671.6,683.1,684.4,691.9,688.1,692.9,706.3
16000,Idaho,86,"    State and local",7811.6,7878.7,8002.8,8111.2,8359.9,8021.6,8230.7,8378.3,8465.2,8536.1,8630.2,8776.3,9025.3,9155.8,9384.5
17000,Illinois,1,All industry total,880781.3,886457.4,896488.0,894433.7,880974.3,803361.1,867041.7,876394.4,910042.6,935952.8,952562.8,984137.1,1009986.4,1024018.9,1041662.8
17000,Illinois,2,"  Private industries",797241.7,801953.4,809506.3,808346.8,793619.2,718805.9,780666.2,788137.4,821654.3,846811.5,861881.9,891558.5,915527.3,928824.8,944441.6
17000,Illinois,3,"      Agriculture, forestry, fishing and hunting",4111.6,4510.9,5136.0,4508.0,5228.4,6076.4,5346.4,6763.5,7630.0,11751.5,11946.4,9782.2,12485.6,14782.3,14479.4
17000,Illinois,6,"      Mining, quarrying, and oil and gas extraction",1774.7,1819.9,1700.1,1886.3,1862.0,1117.8,1474.1,1355.4,1317.8,1180.9,1167.5,1243.7,1293.9,1557.0,1468.0
17000,Illinois,10,"      Utilities",15348.1,14729.1,14787.0,14854.6,14907.7,15263.1,16069.1,15459.2,16937.3,16418.3,16900.2,17971.2,17202.2,19629.0,20375.9
17000,Illinois,11,"      Construction",29649.0,30188.6,30442.8,30400.9,29510.2,28384.4,29441.6,29071.6,30342.5,30930.9,30647.2,30591.2,31166.0,30996.2,31553.9
17000,Illinois,12,"      Manufacturing",111867.9,112177.5,111090.2,110125.9,107564.9,94802.9,105227.9,104193.0,110201.7,111740.4,114183.6,122790.0,129828.8,132401.1,134045.3
17000,Illinois,13,"          Durable goods manufacturing",55805.3,54922.3,53774.6,54174.5,52590.2,45202.7,51624.3,52338.0,50831.1,52607.8,52879.3,57120.8,59361.4,58976.9,60843.4
17000,Illinois,25,"          Nondurable goods manufacturing",56062.6,57255.2,57315.5,55951.4,54974.7,49600.2,53603.7,51855.0,59370.6,59132.6,61304.3,65669.2,70467.4,73424.2,73201.9
17000,Illinois,34,"      Wholesale trade",67955.3,67308.4,68355.4,68415.3,68628.0,62229.1,69960.0,70176.5,75621.4,76061.5,77334.4,79766.7,84844.4,84344.8,85112.5
17000,Illinois,35,"      Retail trade",43558.6,43995.2,45091.2,44536.6,45177.7,41743.6,47631.9,47232.3,51714.5,52932.6,52494.9,53879.2,55058.9,55442.3,56418.3
17000,Illinois,36,"      Transportation and warehousing",36199.5,36208.6,36273.2,36028.5,34315.5,26864.2,29075.6,30216.2,31545.5,33253.9,35859.8,38073.0,40182.0,41869.9,42748.4
17000,Illinois,45,"      Information",30503.3,30758.5,30951.6,30504.2,31900.4,30607.3,31748.3,32244.9,32100.3,34680.5,35366.2,36228.3,36510.0,36759.3,38065.3
17000,Illinois,51,"      Finance and insurance",89694.1,91208.0,92418.5,92445.4,85992.5,85841.8,89100.0,92937.9,96839.6,97202.1,95922.5,100336.3,97755.9,98389.5,98735.6
17000,Illinois,56,"      Real estate and rental and leasing",113389.2,114387.6,114599.3,114622.2,113048.0,108480.0,110611.3,111304.0,112116.9,114676.3,116680.4,119109.7,120507.7,120212.4,121744.7
17000,Illinois,60,"      Professional, scientific, and technical services",74707.0,74530.7,76246.1,76184.2,76226.0,70195.4,74366.1,76676.7,79127.4,80761.1,82281.5,84258.9,88166.6,89116.9,91358.4
17000,Illinois,64,"      Management of companies and enterprises",16407.4,16183.5,15691.3,15484.8,16014.8,15083.1,16015.0,15557.5,15777.9,16308.3,15753.9,16947.8,17079.4,17172.5,17411.5
17000,Illinois,65,"      Administrative and support and waste management and remediation services",30580.7,30899.7,31059.4,31029.4,30415.5,26948.4,29742.9,30389.2,33354.6,33299.1,34765.7,36462.5,39080.8,39744.7,40247.8
17000,Illinois,69,"      Educational services",13383.2,13527.9,13698.7,13483.0,13273.8,12015.4,12542.2,12200.3,12437.6,12969.7,13346.3,13497.3,13415.2,13240.4,13525.0
17000,Illinois,70,"      Health care and social assistance",62737.5,63497.3,64464.2,64685.0,64911.0,57478.7,65802.3,67403.9,66126.2,67985.0,68389.5,70547.8,70399.5,71275.0,72832.7
17000,Illinois,76,"      Arts, entertainment, and recreation",10544.3,10554.5,10915.3,11579.6,9141.3,3862.0,6148.0,6852.4,7312.9,8431.4,9300.2,10153.8,10181.5,10436.0,11367.7
17000,Illinois,79,"      Accommodation and food services",25356.3,25666.6,26437.0,26800.4,25421.4,14593.1,20956.0,18893.9,21783.9,25917.4,28964.8,29636.2,29761.1,30670.8,31519.6
17000,Illinois,82,"      Other services (except government and government enterprises)",19474.2,19800.8,20148.8,20772.5,20080.1,17219.2,19407.6,19209.0,19366.5,20310.7,20576.9,20282.9,20607.7,20784.8,21431.8
17000,Illinois,83,"  Government and government enterprises",83539.6,84503.9,86981.7,86086.8,87355.1,84555.2,86375.5,88256.9,88388.3,89141.2,90680.8,92578.6,94459.1,95194.1,97221.2
17000,Illinois,84,"    Federal civilian",12843.7,12767.6,12846.0,12910.7,13085.9,13330.4,14082.8,13846.9,13916.9,13971.5,13920.2,13995.8,14191.9,14212.3,14393.3
17000,Illinois,85,"    Military",3749.1,3779.4,3922.0,3853.5,3821.9,3817.4,4310.9,4432.6,4611.8,4676.7,4552.7,4430.4,4417.7,4209.9,4631.6
17000,Illinois,86,"    State and local",66946.8,67956.9,70213.8,69322.7,70447.4,67407.5,67981.7,69977.4,69859.6,70493.1,72208.0,74152.4,75849.6,76771.8,78196.3
18000,Indiana,1,All industry total,376476.6,379786.2,383096.9,385169.4,382937.8,344155.9,381873.5,386159.1,396809.3,409081.4,415653.6,430356.4,444654.4,452422.4,458796.2
18000,Indiana,2,"  Private industries",340840.4,344095.3,346754.3,348336.7,345276.9,307516.7,344070.5,348502.0,359046.9,370788.1,377038.2,390839.3,405071.1,412556.7,418358.0
18000,Indiana,3,"      Agriculture, forestry, fishing and hunting",2606.1,2681.1,3500.8,3118.7,(D),(D),(D),(D),4127.3,6857.1,7639.7,6560.5,9024.8,10909.5,10748.0
18000,Indiana,6,"      Mining, quarrying, and oil and gas extraction",1146.9,1174.5,1128.4,1306.2,(D),(D),(D),(D),937.8,836.6,843.0,897.9,1031.6,1253.0,1186.2
18000,Indiana,10,"      Utilities",6907.4,7006.1,7121.1,7218.8,6649.1,6914.8,7145.1,7255.0,7356.8,7656.2,8208.3,8505.3,8000.9,9387.5,9886.3
18000,Indiana,11,"      Construction",16808.4,16968.7,17157.2,17393.0,17633.1,16657.9,17385.0,17838.5,18451.2,17939.1,18370.0,18884.1,19465.2,19447.4,19767.2
18000,Indiana,12,"      Manufacturing",99981.7,100318.4,98913.3,98948.2,97434.6,80830.8,94761.1,95298.0,101353.1,103696.4,104239.3,109647.5,115373.4,116336.8,116921.0
18000,Indiana,13,"          Durable goods manufacturing",59177.5,59747.2,58541.5,57834.7,57187.0,44728.0,56043.8,57071.0,60489.2,63059.1,62437.9,65398.2,70621.7,69836.7,71069.2
18000,Indiana,25,"          Nondurable goods manufacturing",40804.2,40571.1,40371.8,41113.5,40247.6,36102.9,38717.3,38227.0,40864.0,40637.3,41801.4,44249.3,44751.7,46500.0,45851.8
18000,Indiana,34,"      Wholesale trade",21860.9,21791.6,22028.4,22261.3,22056.6,20191.3,22902.1,22942.4,23477.8,24688.8,25202.8,26293.6,27139.1,27627.3,28177.2
18000,Indiana,35,"      Retail trade",19793.0,20213.1,20537.5,20603.0,20319.0,19905.2,22123.8,22115.8,23429.5,24569.9,24287.5,25230.3,25411.3,25643.5,26074.9
18000,Indiana,36,"      Transportation and warehousing",13019.6,13161.8,13311.1,13818.2,13902.1,11444.8,13640.2,14043.2,14350.1,14377.8,15430.5,16257.7,16121.9,16836.8,17150.9
18000,Indiana,45,"      Information",6233.8,6417.6,6427.8,6287.2,6040.5,5952.2,6340.5,6114.7,6167.3,6558.4,6500.8,6871.0,6863.8,6929.6,7194.9
18000,Indiana,51,"      Finance and insurance",22482.7,23116.3,23682.7,23342.1,21535.5,21537.2,21191.9,22108.8,22857.7,23067.8,23277.6,23969.7,23762.2,24073.0,24211.6
18000,Indiana,56,"      Real estate and rental and leasing",39101.4,39686.0,40209.3,40213.4,40151.9,39187.9,40454.2,40537.0,40506.5,41465.5,41678.4,42353.7,42987.7,43171.5,43894.1
18000,Indiana,60,"      Professional, scientific, and technical services",16765.8,16938.2,17253.5,17276.2,17333.4,16512.2,17687.6,18015.9,18062.9,19095.1,19686.5,20400.0,20911.9,21058.0,21446.3
18000,Indiana,64,"      Management of companies and enterprises",5102.8,4993.9,4843.9,4629.7,4583.9,4548.7,4925.7,5190.7,5174.5,5633.1,5221.3,5497.2,6127.4,6141.5,6218.3
18000,Indiana,65,"      Administrative and support and waste management and remediation services",11152.1,11326.1,11366.0,11467.0,11428.9,9778.0,11231.4,11562.4,12371.8,12432.4,13014.6,13687.1,14553.1,14858.6,14881.0
18000,Indiana,69,"      Educational services",4069.0,4118.5,4148.7,4042.5,3897.2,3479.4,3627.3,3592.0,3723.3,3869.1,4041.8,4201.4,4120.6,4034.9,4075.1
18000,Indiana,70,"      Health care and social assistance",31790.3,32131.4,32644.7,33200.3,33466.9,29791.9,34612.6,35166.4,34725.5,34742.3,35163.9,36803.1,38373.0,38648.9,39474.1
18000,Indiana,76,"      Arts, entertainment, and recreation",4085.5,4039.2,4190.4,4600.0,4056.7,2332.3,3416.2,3569.0,3458.0,3709.7,3932.7,3878.9,4029.5,4117.5,4430.5
18000,Indiana,79,"      Accommodation and food services",9605.4,9624.2,9710.3,9843.0,9406.1,6722.9,9319.2,8834.8,9796.6,10573.1,11027.1,11420.1,12016.3,12220.3,12413.3
18000,Indiana,82,"      Other services (except government and government enterprises)",8327.5,8388.7,8579.1,8767.9,8876.7,7438.1,8685.4,8850.8,8719.2,9019.7,9272.4,9480.1,9757.4,9861.1,10207.1
18000,Indiana,83,"  Government and government enterprises",35636.2,35690.9,36342.6,36832.8,37660.9,36639.2,37802.9,37657.1,37762.3,38293.3,38615.4,39517.2,39583.2,39865.7,40438.2
18000,Indiana,84,"    Federal civilian",5201.2,5246.2,5340.1,5412.3,5561.4,5674.1,5979.4,5774.1,5765.1,5730.3,5721.2,5737.0,5776.8,5753.0,5786.7
18000,Indiana,85,"    Military",1188.3,1201.6,1207.2,1211.3,1190.3,1215.4,1228.1,1248.1,1307.0,1331.3,1332.4,1343.8,1657.8,1505.9,1478.1
18000,Indiana,86,"    State and local",29246.7,29243.1,29795.3,30209.2,30909.2,29749.7,30595.4,30634.9,30690.2,31231.7,31561.7,32436.4,32148.7,32606.8,33173.4
19000,Iowa,1,All industry total,189917.9,192689.4,198167.4,202060.1,200016.9,183027.2,199159.3,205728.1,215596.6,219400.9,214311.5,218132.0,224774.5,230104.3,233467.8
19000,Iowa,2,"  Private industries",167486.8,170093.5,175354.4,179053.1,176568.7,160261.4,175891.0,181962.8,192012.8,195496.9,189978.5,193635.3,200152.2,205192.7,208108.8
19000,Iowa,3,"      Agriculture, forestry, fishing and hunting",5257.1,6617.5,8574.4,11030.0,7586.6,3072.5,5579.9,10521.1,15588.2,16977.8,9691.2,6082.7,8678.0,10619.7,10562.5
19000,Iowa,6,"      Mining, quarrying, and oil and gas extraction",453.6,503.4,536.4,588.2,576.3,379.5,512.0,565.3,592.8,616.9,646.8,731.6,786.8,929.8,863.2
19000,Iowa,10,"      Utilities",3374.8,3441.2,3348.5,3404.9,3541.0,3518.6,3780.9,3505.9,3846.7,3721.7,3856.1,4014.3,4009.3,4639.5,4839.3
19000,Iowa,11,"      Construction",8336.9,8533.8,8751.9,8682.1,8712.6,8541.6,8491.0,8750.7,8668.6,8858.9,8940.2,9329.0,9480.7,9457.7,9595.9
19000,Iowa,12,"      Manufacturing",34047.5,34322.1,35683.7,35290.4,36562.9,32280.9,36087.7,36216.9,37714.6,37647.9,37993.3,40883.6,42292.2,43540.2,44283.9
19000,Iowa,13,"          Durable goods manufacturing",19339.9,19461.0,19935.6,19178.2,20893.8,17369.8,20041.9,19912.6,21573.4,21232.9,21364.9,22885.1,24179.7,24690.6,25386.8
19000,Iowa,25,"          Nondurable goods manufacturing",14707.6,14861.0,15748.1,16112.2,15669.1,14911.1,16045.9,16304.3,16141.1,16415.0,16628.4,17998.6,18112.5,18849.7,18897.2
19000,Iowa,34,"      Wholesale trade",11354.4,11425.7,11761.5,11783.3,11645.4,10982.7,12262.0,12152.8,12467.9,12944.4,13145.5,13706.9,14285.8,14419.6,14697.5
19000,Iowa,35,"      Retail trade",9858.7,10001.3,10214.4,10269.1,10196.3,10139.5,10974.0,11127.9,11543.6,11935.8,11704.6,12045.2,12293.0,12369.3,12592.8
19000,Iowa,36,"      Transportation and warehousing",6211.2,6224.4,6380.0,6485.0,6513.9,5407.0,6255.4,6400.6,6568.1,6601.9,6960.8,7387.9,7330.2,7577.8,7683.9
19000,Iowa,45,"      Information",4748.4,4759.3,4775.4,4869.4,4523.7,4584.8,4499.9,4756.3,4757.0,4823.8,4759.0,4917.3,4917.9,4961.2,5072.9
19000,Iowa,51,"      Finance and insurance",27078.8,27046.7,27349.3,28417.4,28734.6,29017.3,29705.2,29971.7,30986.5,31293.0,31230.6,31910.0,31999.5,32242.7,32306.4
19000,Iowa,56,"      Real estate and rental and leasing",19403.4,19597.4,19832.7,19775.5,19604.6,19183.1,19692.5,19610.7,19681.5,19892.5,20013.6,20189.5,20485.5,20459.2,20734.9
19000,Iowa,60,"      Professional, scientific, and technical services",6635.6,6614.1,6765.8,6754.2,6980.9,6534.5,6956.1,6879.6,7184.6,7203.7,7275.6,7423.4,7754.3,7851.3,7957.1
19000,Iowa,64,"      Management of companies and enterprises",2464.1,2480.5,2504.2,2552.9,2566.9,2709.1,2740.8,2886.7,3080.2,3115.1,3178.5,3282.4,3370.7,3344.8,3348.9
19000,Iowa,65,"      Administrative and support and waste management and remediation services",3935.4,3944.2,4006.2,4023.7,4018.2,3682.9,4067.7,4102.9,4357.2,4425.1,4583.5,4872.7,5188.4,5198.6,5228.9
19000,Iowa,69,"      Educational services",1883.8,1895.1,1889.5,1855.9,1794.1,1573.0,1686.6,1620.9,1713.2,1740.6,1791.3,1838.4,1875.5,1877.3,1933.2
19000,Iowa,70,"      Health care and social assistance",12715.4,12812.7,12964.3,13024.4,13106.5,11467.4,13357.9,13642.7,13607.7,13555.5,13544.4,13952.2,14099.2,14208.9,14493.3
19000,Iowa,76,"      Arts, entertainment, and recreation",1327.2,1328.8,1328.6,1409.4,1385.3,732.9,1046.7,1112.3,1162.4,1293.3,1463.9,1569.5,1456.2,1474.4,1645.9
19000,Iowa,79,"      Accommodation and food services",4443.0,4471.2,4592.8,4646.5,4333.6,2896.7,4138.1,3964.1,4355.7,4691.8,4908.4,5076.0,5286.7,5430.7,5545.1
19000,Iowa,82,"      Other services (except government and government enterprises)",3957.5,4074.1,4094.8,4190.8,4185.3,3557.4,4056.8,4173.6,4136.3,4157.2,4291.4,4422.6,4562.1,4589.8,4723.1
19000,Iowa,83,"  Government and government enterprises",22431.1,22595.8,22813.0,23007.0,23448.1,22765.8,23268.3,23765.3,23583.8,23904.0,24333.0,24496.7,24622.3,24911.6,25359.0
19000,Iowa,84,"    Federal civilian",2298.8,2320.5,2327.6,2340.2,2386.8,2398.3,2474.2,2415.2,2372.1,2340.5,2319.5,2301.8,2320.5,2325.2,2342.2
19000,Iowa,85,"    Military",950.5,996.6,1013.9,1027.1,1047.9,1091.3,1102.6,1127.7,1196.6,1227.2,1269.2,1254.0,1244.9,1259.9,1253.0
19000,Iowa,86,"    State and local",19181.8,19278.7,19471.5,19639.7,20013.4,19276.2,19691.5,20222.4,20015.0,20336.3,20744.4,20940.9,21057.0,21326.5,21763.8
20000,Kansas,1,All industry total,173989.0,176460.4,177613.3,178194.8,182734.4,166364.5,180048.3,181176.3,183039.0,190202.5,193688.8,198592.0,205050.5,209272.0,212742.0
20000,Kansas,2,"  Private industries",151792.1,154058.6,154757.2,155171.2,159769.8,143870.5,157401.2,158235.6,159605.6,166778.2,170020.7,174563.0,181060.4,185072.8,188157.2
20000,Kansas,3,"      Agriculture, forestry, fishing and hunting",3795.9,4568.6,4514.0,4138.3,5990.1,3013.0,3804.4,5128.4,3806.3,6805.7,7325.0,5909.2,8050.5,9260.3,9622.1
20000,Kansas,6,"      Mining, quarrying, and oil and gas extraction",1067.6,1112.2,1118.9,1281.7,1221.8,778.8,1081.6,1108.4,1362.1,1420.1,1525.1,1697.5,1989.5,2457.7,2313.3
20000,Kansas,10,"      Utilities",2968.0,2778.6,2932.0,2927.2,2675.4,3053.2,2958.1,3005.2,3067.4,3077.5,3222.1,3321.3,3176.8,3746.0,3919.9
20000,Kansas,11,"      Construction",6781.5,7048.3,6885.1,6948.9,6877.1,7006.7,6997.9,7040.6,7171.5,7104.2,7340.5,7372.6,7373.3,7363.6,7480.8
20000,Kansas,12,"      Manufacturing",27951.7,28048.2,27459.5,27503.9,28148.1,23637.0,26387.4,26619.3,27013.3,28034.7,28856.4,30797.3,31974.7,32956.5,33637.1
20000,Kansas,13,"          Durable goods manufacturing",14975.4,15110.1,15140.2,15202.9,15371.6,12415.4,14299.8,14079.1,13876.4,14747.7,14888.8,15702.9,16079.2,16399.1,16848.1
20000,Kansas,25,"          Nondurable goods manufacturing",12976.3,12938.1,12319.3,12301.0,12776.5,11221.6,12087.6,12540.2,13136.9,13287.0,13967.6,15094.4,15895.5,16557.4,16789.0
20000,Kansas,34,"      Wholesale trade",11948.8,11790.4,12019.6,12201.9,11557.3,10671.0,12204.3,12104.3,12220.3,12834.2,13006.5,13437.8,13954.2,14170.1,14381.0
20000,Kansas,35,"      Retail trade",9942.8,10058.3,10235.8,10235.0,10220.8,9820.8,10947.1,10857.0,11566.3,11899.4,11775.3,12110.6,12702.5,12820.8,13069.6
20000,Kansas,36,"      Transportation and warehousing",6625.2,6667.4,6799.8,6933.8,7107.8,5945.8,6836.3,6860.3,7046.1,7088.0,7563.6,7960.9,8067.7,8396.5,8531.1
20000,Kansas,45,"      Information",4834.7,4873.6,4868.8,4757.9,8048.6,7114.6,7136.4,7133.8,7214.0,7714.4,7741.8,8249.9,8490.4,8293.7,8360.3
20000,Kansas,51,"      Finance and insurance",8998.2,9162.6,9535.7,9990.3,10121.2,10362.6,10830.7,11237.6,11179.5,11668.3,11018.9,11161.1,10553.5,10522.5,10467.4
20000,Kansas,56,"      Real estate and rental and leasing",24750.7,25264.7,25582.2,25331.3,24693.6,23876.3,24258.2,24212.3,24413.8,24763.1,24977.9,25230.5,25528.9,25437.1,25763.1
20000,Kansas,60,"      Professional, scientific, and technical services",9807.9,9693.1,9662.7,9783.2,10003.3,9417.6,10370.0,9547.9,9930.5,10146.1,10614.2,10750.0,11086.1,11118.6,11306.4
20000,Kansas,64,"      Management of companies and enterprises",4142.4,4510.7,4368.8,3990.6,4016.0,4316.2,4055.3,3893.7,3754.2,3355.0,3602.4,4029.4,4918.2,4890.9,4931.1
20000,Kansas,65,"      Administrative and support and waste management and remediation services",5285.4,5232.1,5200.1,5207.8,5245.7,4732.9,5257.5,5298.0,5413.2,5992.9,6013.2,6254.8,6707.3,6858.3,6901.3
20000,Kansas,69,"      Educational services",1181.6,1213.9,1201.3,1163.4,1133.4,977.3,1039.5,1020.1,1075.3,1154.8,1127.3,1147.5,1081.2,1065.1,1097.8
20000,Kansas,70,"      Health care and social assistance",12800.8,12994.7,13177.7,13411.9,13862.3,12358.9,14464.8,14644.9,14231.8,14231.1,14413.3,14845.0,14937.3,15078.0,15419.3
20000,Kansas,76,"      Arts, entertainment, and recreation",898.9,893.6,905.2,941.4,757.6,431.9,612.9,610.7,710.7,743.9,815.0,845.3,821.1,836.4,882.2
20000,Kansas,79,"      Accommodation and food services",4135.8,4203.0,4298.6,4307.3,4024.7,2945.0,4193.3,3879.5,4406.4,4634.6,4823.4,5111.6,5186.2,5304.6,5427.0
20000,Kansas,82,"      Other services (except government and government enterprises)",3874.2,3944.7,3991.4,4115.6,4065.1,3411.0,3965.5,4033.5,4022.9,4110.3,4258.8,4330.5,4460.8,4496.0,4646.5
20000,Kansas,83,"  Government and government enterprises",22196.9,22401.8,22856.1,23023.6,22964.6,22494.0,22647.1,22940.6,23433.4,23424.4,23668.1,24029.0,23990.2,24199.2,24584.9
20000,Kansas,84,"    Federal civilian",3039.5,3064.6,3095.4,3118.0,3171.6,3213.7,3257.7,3185.8,3158.2,3118.0,3115.4,3109.3,3120.0,3118.6,3120.4
20000,Kansas,85,"    Military",2796.9,2804.9,2813.4,2814.7,2843.0,2902.8,2932.2,2993.6,3111.3,3153.9,3131.2,3167.8,3131.6,3126.1,3175.5
20000,Kansas,86,"    State and local",16360.5,16532.3,16947.3,17090.8,16950.0,16377.5,16457.2,16761.3,17163.9,17152.5,17421.6,17751.9,17738.5,17954.5,18289.0
21000,Kentucky,1,All industry total,213966.7,217263.8,219766.8,222981.7,221906.5,199601.7,222217.4,223736.8,228614.2,234813.2,239182.8,246117.9,253190.8,258293.5,262439.5
